ANMOIS;APT;APT_NOM;APT_ZON;APT_PEQ;APT_PAX_dep;APT_PAX_arr;APT_PAX_tr;APT_FRP_dep;APT_FRP_arr;APT_NMVT_mxt;APT_NMVT_cgo;REGION
202202;LFJL;METZ-NANCY-LORRAINE;MT;1188;640;548;0;0;0;32;0;Grand Est
202202;LFKB;BASTIA-PORETTA;MT;55067;25673;23964;187;165,1;359,2;551;97;Corse
202202;LFKC;CALVI-STE-CATHERINE;MT;9020;4651;4364;0;0;0,5;178;0;Corse
202202;LFKF;FIGARI-SUD-CORSE;MT;13892;7110;6782;0;0;0;282;0;Corse
202202;LFKJ;AJACCIO-NAPOLEON-BONAPARTE;MT;53685;25120;24177;38;95;339,9;505;82;Corse
202202;LFLB;CHAMBERY-AIX-LES-BAINS;MT;34487;17270;17046;12;15,9;0;1392;0;Auvergne-Rhône-Alpes
202202;LFLC;CLERMONT-FERRAND-AUVERGNE;MT;15255;6399;6067;3;278,6;0;374;9;Auvergne-Rhône-Alpes
202202;LFLJ;COURCHEVEL-MICHEL ZIEGLER;MT;2785;1242;1543;0;0;0;1690;0;Inconnue
202202;LFLL;LYON-ST-EXUPERY;MT;520621;242135;233997;1862;2264,7;1998,1;4470;297;Auvergne-Rhône-Alpes
202202;LFLS;GRENOBLE-ALPES-ISERE;MT;50851;26001;24827;23;0;0;983;0;Auvergne-Rhône-Alpes
202202;LFLW;AURILLAC;MT;2363;1129;1234;0;0;0;87;0;Auvergne-Rhône-Alpes
202202;LFLX;CHATEAUROUX-DEOLS;MT;1749;175;175;0;83,4;56,5;2;3;Centre-Val de Loire
202202;LFLY;LYON-BRON;MT;1020;462;550;8;0;0;251;0;Auvergne-Rhône-Alpes
202202;LFMK;CARCASSONNE-SALVAZA;MT;10019;4960;5059;0;0;0;94;0;Occitanie
202202;LFML;MARSEILLE-PROVENCE;MT;510404;235378;230143;3909;2138,1;1959,3;4544;540;Provence-Alpes-Côte d'Azur
202202;LFMN;NICE-COTE D'AZUR;MT;577254;277555;292514;920;478;148,6;7006;32;Provence-Alpes-Côte d'Azur
202202;LFMP;PERPIGNAN-RIVESALTES;MT;19459;9891;9568;0;0;0;218;0;Occitanie
202202;LFMT;MONTPELLIER-MEDITERRANEE;MT;106314;53308;47887;66;292,5;212,8;952;80;Occitanie
202202;LFMU;BEZIERS-VIAS;MT;8479;4160;4319;0;0;0;67;0;Occitanie
202202;LFOB;BEAUVAIS-TILLE;MT;263205;137044;126138;23;0;0;1814;0;Hauts-de-France
202202;LFOK;CHALONS-VATRY;MT;27258;2127;2094;0;1102,4;1201,3;38;78;Grand Est
202202;LFOT;TOURS-VAL DE LOIRE;MT;9603;5021;4582;0;0;0;85;0;Centre-Val de Loire
202202;LFPB;PARIS-LE BOURGET;MT;9958;4981;4977;0;0;0;4159;0;Île-de-France
202202;LFPG;PARIS-CHARLES DE GAULLE;MT;4103071;1505074;1426008;1504;62235,5;54813;20502;3050;Île-de-France
202202;LFPO;PARIS-ORLY;MT;1668844;842414;769578;206;3707;1957,7;11737;15;Île-de-France
202202;LFQQ;LILLE-LESQUIN;MT;85937;43251;41928;758;0;0;820;0;Hauts-de-France
202202;LFRB;BREST-BRETAGNE;MT;51853;25421;26022;349;3,5;2,6;767;4;Bretagne
202202;LFRK;CAEN-CARPIQUET;MT;15832;8038;7794;0;0;0;208;0;Normandie
202202;LFRN;RENNES-ST-JACQUES;MT;50271;20708;21128;0;400,8;442,7;443;110;Bretagne
202202;LFRS;NANTES-ATLANTIQUE;MT;304916;149694;144897;844;480,9;467,2;2443;82;Pays de la Loire
202202;LFRZ;ST-NAZAIRE-MONTOIR;MT;14288;160;136;74;809,5;582,3;37;62;Pays de la Loire
202202;LFSB;BALE-MULHOUSE;MT;380443;168850;155378;0;3344,8;2276,7;2764;418;Grand Est
202202;LFSL;BRIVE-SOUILLAC;MT;3819;2015;1804;0;0;0;126;0;Nouvelle-Aquitaine
202202;LFST;STRASBOURG-ENTZHEIM;MT;41143;20751;20085;305;0,2;0;549;0;Grand Est
202202;LFTH;TOULON-HYERES;MT;17245;8298;8942;5;0;0;311;0;Provence-Alpes-Côte d'Azur
202202;LFTW;NIMES-GARONS;MT;7693;4177;3516;0;0;0;77;0;Occitanie
202202;LFVP;ST-PIERRE-POINTE BLANCHE;OM;1555;749;643;0;1,3;15;168;0;Saint-Pierre-et-Miquelon
202202;NLWW;WALLIS-HIHIFO;OM;1757;773;909;0;2,3;5,2;117;5;Wallis-et-Futuna
202202;NTAA;TAHITI FAA'A;OM;42610;20021;20145;0;138,5;105,9;947;105;Polynésie française
202202;NTAR;RURUTU;OM;1510;518;556;391;0,5;3,9;38;0;Polynésie française
202202;NTAT;TUBUAI MATAURA;OM;1464;477;521;421;0,4;4,1;38;0;Polynésie française
202202;NTGC;TIKEHAU;OM;2739;897;992;807;0,3;3,9;80;0;Polynésie française
202202;NTGF;FAKARAVA;OM;2183;1000;989;160;0;3,4;46;0;Polynésie française
202202;NTMD;NUKU HIVA;OM;2404;1015;982;357;0,3;4,7;62;0;Polynésie française
202202;NTMN;HIVA OA-ATUONA;OM;2100;712;737;610;0,4;3,8;60;0;Polynésie française
202202;NTTB;BORA BORA;OM;16128;7209;7403;1395;2,4;9,7;399;56;Polynésie française
202202;NTTG;RANGIROA;OM;5780;2131;2038;1479;5,4;7,8;172;0;Polynésie française
202202;NTTH;HUAHINE;OM;7565;2467;2558;2461;3,1;4,7;236;0;Polynésie française
202202;NTTM;MOOREA;OM;1962;882;438;639;0;0,3;74;0;Polynésie française
202202;NTTO;HAO;OM;1034;233;267;510;0;2,4;36;0;Polynésie française
202202;NTTP;MAUPITI;OM;1727;843;801;49;0;3,4;72;0;Polynésie française
202202;NTTR;RAIATEA;OM;13871;5732;5843;2125;4,8;12,3;365;66;Polynésie française
202202;NWWE;ILE DES PINS;OM;4702;2304;2307;0;2,6;6,5;102;0;Nouvelle-Calédonie
202202;NWWL;LIFOU;OM;7325;3899;3222;0;4,5;15,8;226;2;Nouvelle-Calédonie
202202;NWWM;NOUMEA MAGENTA;OM;20203;8895;10781;0;40,6;12,1;523;12;Nouvelle-Calédonie
202202;NWWR;MARE;OM;3334;1769;1467;0;2,6;7,2;141;7;Nouvelle-Calédonie
202202;NWWV;OUVEA;OM;4929;2634;2172;0;2,4;9,9;142;0;Nouvelle-Calédonie
202202;NWWW;NOUMEA LA TONTOUTA;OM;13787;4214;5820;0;121,9;253,4;85;16;Nouvelle-Calédonie
202202;SOCA;CAYENNE-FELIX EBOUE;OM;34212;17022;14978;0;52;169,2;403;15;Guyane
202202;SOOA;MARIPASOULA;OM;2690;1070;1272;309;0;3,9;193;3;Guyane
202202;TFFF;MARTINIQUE-AIME CESAIRE;OM;147258;66357;66885;2921;387,6;721,9;1110;39;Martinique
202202;TFFG;ST-MARTIN-GRAND-CASE;OM;13327;5998;6898;2;18,1;24,9;489;49;Saint-Martin
202202;TFFJ;ST-BARTHELEMY;OM;21469;10876;10257;6;10,6;22,5;3920;77;Saint-Barthélemy
202202;TFFR;GUADELOUPE-MARYSE CONDE;OM;171320;76889;77743;3909;483,7;794,3;1862;31;Inconnue
202202;ZZMT; AUTRES APT (MT);MT;7503;3714;3353;388;1,3;3,5;1791;1;Inconnue
202202;ZZOM; AUTRES APT (OM);OM;13239;4754;4533;3507;3,3;41,1;817;101;Inconnue
202203;FMCZ;MAYOTTE-MARCEL HENRY;OM;28805;12129;13843;0;17,2;266,1;227;4;Mayotte
202203;FMEE;LA REUNION-ROLAND GARROS;OM;166473;71997;62509;1323;786,1;2278,4;831;20;La Réunion
202203;FMEP;ST-PIERRE-PIERREFONDS;OM;1351;768;583;0;0;0;15;0;La Réunion
202203;LFAQ;ALBERT-BRAY;MT;1261;156;156;24;54,3;38,3;82;9;Hauts-de-France
202203;LFBD;BORDEAUX-MERIGNAC;MT;355827;170837;173625;1596;385;591,9;3060;96;Nouvelle-Aquitaine
202203;LFBE;BERGERAC-DORDOGNE-PERIGORD;MT;5129;2504;2625;0;0;0;61;0;Nouvelle-Aquitaine
202203;LFBH;LA ROCHELLE-ILE DE RE;MT;3138;1596;1542;0;0;0;112;0;Nouvelle-Aquitaine
202203;LFBI;POITIERS-BIARD;MT;3390;1404;1348;636;0,2;0;132;1;Nouvelle-Aquitaine
202203;LFBL;LIMOGES-BELLEGARDE;MT;10295;5189;5106;0;0;0;224;0;Nouvelle-Aquitaine
202203;LFBO;TOULOUSE-BLAGNAC;MT;582345;261276;269791;379;1777,1;3312,7;4931;428;Occitanie
202203;LFBP;PAU-PYRENEES;MT;33284;14958;14775;82;213,6;133,3;455;12;Nouvelle-Aquitaine
202203;LFBT;TARBES-LOURDES-PYRENEES;MT;16118;8050;8068;0;0;0;283;0;Occitanie
202203;LFBZ;BIARRITZ-PAYS-BASQUE;MT;55422;27804;27618;0;0;0;542;0;Nouvelle-Aquitaine
202203;LFCK;CASTRES-MAZAMET;MT;3089;1619;1470;0;0;0;101;0;Occitanie
202203;LFCR;RODEZ-AVEYRON;MT;3086;1527;1559;0;0;0;106;0;Occitanie
202203;LFGJ;DOLE-TAVAUX;MT;7552;3899;3651;2;0;0;56;0;Bourgogne-Franche-Comté
202203;LFJL;METZ-NANCY-LORRAINE;MT;3362;1686;1653;23;0;0;139;0;Grand Est
202203;LFKB;BASTIA-PORETTA;MT;63317;27681;29771;52;147,5;433,8;651;113;Corse
202203;LFKC;CALVI-STE-CATHERINE;MT;10259;4859;5395;0;0;0,5;200;0;Corse
202203;LFKF;FIGARI-SUD-CORSE;MT;16902;7887;9015;0;0;0;319;0;Corse
202203;LFKJ;AJACCIO-NAPOLEON-BONAPARTE;MT;65358;29065;31224;69;102,5;397,5;604;97;Corse
202203;LFLB;CHAMBERY-AIX-LES-BAINS;MT;39149;19170;19709;57;21,3;0;1499;0;Auvergne-Rhône-Alpes
202203;LFLC;CLERMONT-FERRAND-AUVERGNE;MT;19332;8390;8017;0;249,5;43;390;9;Auvergne-Rhône-Alpes
202203;LFLJ;COURCHEVEL-MICHEL ZIEGLER;MT;2869;1549;1313;7;0;0;1881;0;Inconnue
202203;LFLL;LYON-ST-EXUPERY;MT;660559;302864;307885;1817;2458,1;2341,2;5791;352;Auvergne-Rhône-Alpes
202203;LFLS;GRENOBLE-ALPES-ISERE;MT;56854;27835;28996;23;0;0;688;0;Auvergne-Rhône-Alpes
202203;LFLW;AURILLAC;MT;2947;1510;1437;0;0;0;106;0;Auvergne-Rhône-Alpes
202203;LFLX;CHATEAUROUX-DEOLS;MT;2663;1154;42;0;146,7;0;7;5;Centre-Val de Loire
202203;LFMK;CARCASSONNE-SALVAZA;MT;11766;5894;5872;0;0;0;111;0;Occitanie
202203;LFML;MARSEILLE-PROVENCE;MT;619270;282438;283375;3937;2465,3;2486,7;5627;606;Provence-Alpes-Côte d'Azur
202203;LFMN;NICE-COTE D'AZUR;MT;749860;369584;372076;1310;526,5;162,5;8941;42;Provence-Alpes-Côte d'Azur
202203;LFMP;PERPIGNAN-RIVESALTES;MT;23190;11462;11728;0;0;0;236;0;Occitanie
202203;LFMT;MONTPELLIER-MEDITERRANEE;MT;128618;60167;63160;1;313,8;215,2;1160;81;Occitanie
202203;LFMU;BEZIERS-VIAS;MT;10399;5038;5361;0;0;0;93;0;Occitanie
202203;LFOB;BEAUVAIS-TILLE;MT;323406;158206;165112;88;0;0;2142;0;Hauts-de-France
202203;LFOK;CHALONS-VATRY;MT;37807;2902;2798;0;1671,1;1539,6;49;97;Grand Est
202203;LFOT;TOURS-VAL DE LOIRE;MT;12492;6313;6179;0;0;0;116;0;Centre-Val de Loire
202203;LFPB;PARIS-LE BOURGET;MT;13765;7047;6718;0;0;0;5408;0;Île-de-France
202203;LFPG;PARIS-CHARLES DE GAULLE;MT;5431312;1877721;2026618;1756;81222,3;71299,4;25905;3546;Île-de-France
202203;LFPO;PARIS-ORLY;MT;2131702;990795;1069774;6;4352,8;2759,9;14807;22;Île-de-France
202203;LFQQ;LILLE-LESQUIN;MT;109071;54083;54134;853;0;0,1;1037;0;Hauts-de-France
202203;LFRB;BREST-BRETAGNE;MT;55625;28139;27155;262;5,1;1,8;818;2;Bretagne
202203;LFRG;DEAUVILLE-NORMANDIE;MT;1013;251;330;432;0;0;50;0;Normandie
202203;LFRK;CAEN-CARPIQUET;MT;14411;7298;7086;27;0;0;239;0;Normandie
202203;LFRN;RENNES-ST-JACQUES;MT;56704;23684;23710;0;419,5;511,6;538;115;Bretagne
202203;LFRQ;QUIMPER-PLUGUFFAN;MT;1107;560;547;0;0;0;100;0;Bretagne
202203;LFRS;NANTES-ATLANTIQUE;MT;366345;178858;175292;785;576,8;564,2;2933;95;Pays de la Loire
202203;LFRZ;ST-NAZAIRE-MONTOIR;MT;18997;321;293;178;1107;713,5;63;79;Pays de la Loire
202203;LFSB;BALE-MULHOUSE;MT;499904;218192;220606;0;3783,1;2327,5;3928;495;Grand Est
202203;LFSL;BRIVE-SOUILLAC;MT;4768;2391;2374;3;0;0;134;0;Nouvelle-Aquitaine
202203;LFST;STRASBOURG-ENTZHEIM;MT;46859;23417;23359;69;1,4;0;656;0;Grand Est
202203;LFTH;TOULON-HYERES;MT;29715;15321;14382;12;0;0;498;0;Provence-Alpes-Côte d'Azur
202203;LFTW;NIMES-GARONS;MT;10573;5302;5270;1;0;0;93;0;Occitanie
202203;LFVP;ST-PIERRE-POINTE BLANCHE;OM;1856;789;882;0;1,7;16,8;133;0;Saint-Pierre-et-Miquelon
202203;NLWW;WALLIS-HIHIFO;OM;1475;640;715;0;3,2;8,8;98;2;Wallis-et-Futuna
202203;NTAA;TAHITI FAA'A;OM;49260;23137;23194;0;190,2;102,6;1083;112;Polynésie française
202203;NTAR;RURUTU;OM;1547;559;551;382;0,3;5,2;36;0;Polynésie française
202203;NTAT;TUBUAI MATAURA;OM;1559;555;560;398;0;4,6;34;0;Polynésie française
202203;NTGC;TIKEHAU;OM;3178;1074;1116;941;-0,1;4,7;90;0;Polynésie française
202203;NTGF;FAKARAVA;OM;2159;996;1045;83;0;3,5;46;0;Polynésie française
202203;NTMD;NUKU HIVA;OM;3059;1238;1256;490;0,5;7;72;0;Polynésie française
202203;NTMN;HIVA OA-ATUONA;OM;2635;881;864;840;0,1;4,9;70;0;Polynésie française
202203;NTTB;BORA BORA;OM;19752;9078;9139;1347;3,7;15,1;480;2;Polynésie française
202203;NTTG;RANGIROA;OM;6495;2215;2274;1849;7,4;8,3;186;0;Polynésie française
202203;NTTH;HUAHINE;OM;8657;2742;2818;3003;3,5;5,8;258;0;Polynésie française
202203;NTTM;MOOREA;OM;2882;1639;663;574;0;0,6;99;1;Polynésie française
202203;NTTO;HAO;OM;1319;411;301;580;0,3;2,5;48;0;Polynésie française
202203;NTTP;MAUPITI;OM;1941;953;930;18;0;3,9;68;0;Polynésie française
202203;NTTR;RAIATEA;OM;15823;6560;6649;2350;6,4;20;420;79;Polynésie française
202203;NWWE;ILE DES PINS;OM;6110;2871;3088;0;4,9;10,2;120;0;Nouvelle-Calédonie
202203;NWWL;LIFOU;OM;11109;5283;5439;0;10,9;27,7;330;3;Nouvelle-Calédonie
202203;NWWM;NOUMEA MAGENTA;OM;27287;13127;13204;0;68;27,6;653;7;Nouvelle-Calédonie
202203;NWWR;MARE;OM;5536;2608;2719;0;5,8;15,1;213;5;Nouvelle-Calédonie
202203;NWWV;OUVEA;OM;4847;2292;2370;0;6;12,6;163;1;Nouvelle-Calédonie
202203;NWWW;NOUMEA LA TONTOUTA;OM;13849;5739;4629;0;81,4;266,6;127;11;Nouvelle-Calédonie
202203;SOCA;CAYENNE-FELIX EBOUE;OM;35863;16808;16910;0;54,5;160;457;36;Guyane
202203;SOOA;MARIPASOULA;OM;2577;972;1016;447;0,2;14;304;24;Guyane
202203;TFFF;MARTINIQUE-AIME CESAIRE;OM;164635;78396;69676;3380;600,1;718,3;1301;38;Martinique
202203;TFFG;ST-MARTIN-GRAND-CASE;OM;15342;7800;7241;1;13,2;16,8;578;26;Saint-Martin
202203;TFFJ;ST-BARTHELEMY;OM;25601;12923;12292;1;12,3;26,2;4790;98;Saint-Barthélemy
202203;TFFR;GUADELOUPE-MARYSE CONDE;OM;193446;90252;82286;4849;723,3;882,6;2166;35;Inconnue
202203;ZZMT; AUTRES APT (MT);MT;7993;3706;4193;25;1,8;5,1;2253;2;Inconnue
202203;ZZOM; AUTRES APT (OM);OM;15359;4729;5270;4837;3,8;48,2;991;107;Inconnue
202204;FMCZ;MAYOTTE-MARCEL HENRY;OM;23099;10128;9687;0;20,5;307,9;178;6;Mayotte
202204;FMEE;LA REUNION-ROLAND GARROS;OM;176174;71931;75654;1975;655,5;2005,9;870;14;La Réunion
202204;LFAQ;ALBERT-BRAY;MT;1335;51;51;4;87,8;35,1;46;15;Hauts-de-France
202204;LFBD;BORDEAUX-MERIGNAC;MT;493631;244536;238339;1785;350;547,1;3683;81;Nouvelle-Aquitaine
202204;LFBE;BERGERAC-DORDOGNE-PERIGORD;MT;16656;8339;8317;0;0;0;145;0;Nouvelle-Aquitaine
202204;LFBH;LA ROCHELLE-ILE DE RE;MT;12995;6531;6464;0;0;0;184;0;Nouvelle-Aquitaine
202204;LFBI;POITIERS-BIARD;MT;9546;4448;4446;652;0;0;151;0;Nouvelle-Aquitaine
202204;LFBL;LIMOGES-BELLEGARDE;MT;17681;8994;8687;0;0;0;271;0;Nouvelle-Aquitaine
202204;LFBO;TOULOUSE-BLAGNAC;MT;656188;316073;290787;1205;1784,6;3027,7;5345;338;Occitanie
202204;LFBP;PAU-PYRENEES;MT;33473;15572;16037;25;51,1;132,8;422;8;Nouvelle-Aquitaine
202204;LFBT;TARBES-LOURDES-PYRENEES;MT;24658;11488;13170;0;0;0;301;0;Occitanie
202204;LFBZ;BIARRITZ-PAYS-BASQUE;MT;86673;41591;45082;0;0;0;741;0;Nouvelle-Aquitaine
202204;LFCK;CASTRES-MAZAMET;MT;2654;1316;1338;0;0;0;80;0;Occitanie
202204;LFCR;RODEZ-AVEYRON;MT;4918;2333;2465;120;0;0;118;0;Occitanie
202204;LFGJ;DOLE-TAVAUX;MT;9365;4896;4469;0;0;0;64;0;Bourgogne-Franche-Comté
202204;LFJL;METZ-NANCY-LORRAINE;MT;2122;1047;1075;0;0;0;116;0;Grand Est
202204;LFKB;BASTIA-PORETTA;MT;124337;55278;63304;239;136,7;414,9;1233;101;Corse
202204;LFKC;CALVI-STE-CATHERINE;MT;17475;7963;9507;0;0;0,5;259;0;Corse
202204;LFKF;FIGARI-SUD-CORSE;MT;62882;29432;33450;0;0;0;775;0;Corse
202204;LFKJ;AJACCIO-NAPOLEON-BONAPARTE;MT;144908;65946;73941;217;91;389,3;1251;88;Corse
202204;LFLB;CHAMBERY-AIX-LES-BAINS;MT;18260;11169;6937;29;10,9;1,6;619;0;Auvergne-Rhône-Alpes
202204;LFLC;CLERMONT-FERRAND-AUVERGNE;MT;18318;8116;7896;108;219,8;0;346;6;Auvergne-Rhône-Alpes
202204;LFLL;LYON-ST-EXUPERY;MT;765700;374146;346601;2297;2168,7;2096,9;6329;287;Auvergne-Rhône-Alpes
202204;LFLS;GRENOBLE-ALPES-ISERE;MT;25765;15256;10503;6;0;0;309;0;Auvergne-Rhône-Alpes
202204;LFLW;AURILLAC;MT;2660;1304;1356;0;0;0;107;0;Auvergne-Rhône-Alpes
202204;LFMD;CANNES-MANDELIEU;MT;1180;600;580;0;0;0;772;0;Provence-Alpes-Côte d'Azur
202204;LFMK;CARCASSONNE-SALVAZA;MT;23337;11912;11425;0;0;0;189;0;Occitanie
202204;LFML;MARSEILLE-PROVENCE;MT;792679;376182;366153;4269;2326,7;2280,8;6578;529;Provence-Alpes-Côte d'Azur
202204;LFMN;NICE-COTE D'AZUR;MT;1023852;501043;515734;888;456,6;162,1;11226;46;Provence-Alpes-Côte d'Azur
202204;LFMP;PERPIGNAN-RIVESALTES;MT;36649;18515;18134;0;0;0;283;0;Occitanie
202204;LFMT;MONTPELLIER-MEDITERRANEE;MT;152330;74612;72399;0;313,9;218;1247;82;Occitanie
202204;LFMU;BEZIERS-VIAS;MT;18435;9105;9330;0;0;0;140;0;Occitanie
202204;LFOB;BEAUVAIS-TILLE;MT;399411;206268;193143;0;0;0;2458;0;Hauts-de-France
202204;LFOH;LE HAVRE-OCTEVILLE;MT;2283;1078;1205;0;0;0;30;0;Normandie
202204;LFOK;CHALONS-VATRY;MT;20450;3136;2965;0;714,3;720,7;67;80;Grand Est
202204;LFOT;TOURS-VAL DE LOIRE;MT;16646;8435;8211;0;0;0;135;0;Centre-Val de Loire
202204;LFPB;PARIS-LE BOURGET;MT;10541;5368;5173;0;0;0;4543;0;Île-de-France
202204;LFPG;PARIS-CHARLES DE GAULLE;MT;5884414;2346044;2253795;0;70455,2;58002,2;29371;3824;Île-de-France
202204;LFPO;PARIS-ORLY;MT;2402936;1224941;1108218;131;3920,3;3044,3;16230;13;Île-de-France
202204;LFQQ;LILLE-LESQUIN;MT;136847;69997;66398;450;0,2;0;1071;0;Hauts-de-France
202204;LFRB;BREST-BRETAGNE;MT;69488;34495;34444;520;2,3;0,6;751;4;Bretagne
202204;LFRC;CHERBOURG-MAUPERTUS;MT;1010;508;502;0;0;0;26;0;Inconnue
202204;LFRG;DEAUVILLE-NORMANDIE;MT;3084;1667;1212;205;0;0;85;0;Normandie
202204;LFRK;CAEN-CARPIQUET;MT;27121;13924;13109;88;0;0;318;0;Normandie
202204;LFRN;RENNES-ST-JACQUES;MT;61151;26414;26861;0;323,8;463,7;508;72;Bretagne
202204;LFRQ;QUIMPER-PLUGUFFAN;MT;1071;500;571;0;0;0;96;0;Bretagne
202204;LFRS;NANTES-ATLANTIQUE;MT;531041;265379;256019;443;446,4;473,6;3911;82;Pays de la Loire
202204;LFRZ;ST-NAZAIRE-MONTOIR;MT;17412;224;219;148;986,9;695,3;43;79;Pays de la Loire
202204;LFSB;BALE-MULHOUSE;MT;683078;324699;305208;135;3134,4;2169,2;5078;444;Grand Est
202204;LFSL;BRIVE-SOUILLAC;MT;9479;4787;4692;0;0;0;162;0;Nouvelle-Aquitaine
202204;LFST;STRASBOURG-ENTZHEIM;MT;81422;41272;39815;311;0,6;1,8;898;0;Grand Est
202204;LFTH;TOULON-HYERES;MT;36843;17383;19446;14;0;0;704;0;Provence-Alpes-Côte d'Azur
202204;LFTW;NIMES-GARONS;MT;14669;7384;7285;0;0;0;129;2;Occitanie
202204;LFVP;ST-PIERRE-POINTE BLANCHE;OM;2569;1300;1105;0;1,9;14,4;222;0;Saint-Pierre-et-Miquelon
202204;NLWF;FUTUNA;OM;1376;653;693;0;0,9;2,1;149;0;Wallis-et-Futuna
202204;NLWW;WALLIS-HIHIFO;OM;2124;1032;978;0;2,4;9;158;1;Wallis-et-Futuna
202204;NTAA;TAHITI FAA'A;OM;70807;33533;34787;0;169,4;79,3;1371;118;Polynésie française
202204;NTAM;RIMATARA;OM;1153;390;381;359;0,5;1,8;28;0;Polynésie française
202204;NTAR;RURUTU;OM;2591;935;923;687;0,3;4,2;56;0;Polynésie française
202204;NTAT;TUBUAI MATAURA;OM;2674;1040;1085;504;0,4;4,2;58;0;Polynésie française
202204;NTAV;RAIVAVAE;OM;1221;484;433;281;0,1;2,2;28;0;Polynésie française
202204;NTGC;TIKEHAU;OM;4430;1620;1644;1137;0;2,9;96;0;Polynésie française
202204;NTGF;FAKARAVA;OM;3580;1617;1649;268;0,2;4,4;66;0;Polynésie française
202204;NTGI;MANIHI;OM;1076;433;264;366;0,3;1,1;36;0;Inconnue
202204;NTGU;ARUTUA;OM;1076;438;408;197;0,3;3;29;1;Polynésie française
202204;NTGV;MATAIVA;OM;1026;463;449;97;0;1,7;22;0;Inconnue
202204;NTMD;NUKU HIVA;OM;3737;1587;1591;496;0,7;5,6;78;0;Polynésie française
202204;NTMN;HIVA OA-ATUONA;OM;3415;1277;1270;815;0,2;5,1;80;0;Polynésie française
202204;NTTB;BORA BORA;OM;27605;12963;12976;1503;2,8;13,5;560;105;Polynésie française
202204;NTTG;RANGIROA;OM;9920;3669;3753;2348;6,6;8,4;228;0;Polynésie française
202204;NTTH;HUAHINE;OM;12976;4606;4714;3572;2,9;5,5;298;0;Polynésie française
202204;NTTM;MOOREA;OM;4418;2522;1274;614;0,4;0,5;122;0;Polynésie française
202204;NTTO;HAO;OM;1573;282;401;861;0,1;2,8;58;0;Polynésie française
202204;NTTP;MAUPITI;OM;2751;1358;1332;15;0,2;4,4;94;0;Polynésie française
202204;NTTR;RAIATEA;OM;23467;10276;10426;2562;4,9;15,4;487;96;Polynésie française
202204;NWWE;ILE DES PINS;OM;8090;3974;3989;0;3,9;8,9;146;0;Nouvelle-Calédonie
202204;NWWL;LIFOU;OM;15708;7716;7621;0;10,7;26,4;393;1;Nouvelle-Calédonie
202204;NWWM;NOUMEA MAGENTA;OM;36688;17491;18323;0;62;25,4;767;7;Nouvelle-Calédonie
202204;NWWR;MARE;OM;7027;3406;3440;0;5,3;12,7;213;2;Nouvelle-Calédonie
202204;NWWV;OUVEA;OM;6639;3228;3222;0;5,6;13,3;187;2;Nouvelle-Calédonie
202204;NWWW;NOUMEA LA TONTOUTA;OM;21193;8987;8291;0;98,8;292,7;125;10;Nouvelle-Calédonie
202204;SOCA;CAYENNE-FELIX EBOUE;OM;41348;20644;18400;0;56;174,4;496;26;Guyane
202204;SOOA;MARIPASOULA;OM;3686;1268;1668;576;0,6;16,7;326;14;Guyane
202204;TFFF;MARTINIQUE-AIME CESAIRE;OM;188982;85645;85348;3879;734,5;676,6;1372;40;Martinique
202204;TFFG;ST-MARTIN-GRAND-CASE;OM;18054;8540;9205;0;12,9;18;580;32;Saint-Martin
202204;TFFJ;ST-BARTHELEMY;OM;23636;11856;11478;0;9,4;20,8;4147;87;Saint-Barthélemy
202204;TFFR;GUADELOUPE-MARYSE CONDE;OM;219361;96991;98973;6368;942,2;760,7;2207;64;Inconnue
202204;ZZMT; AUTRES APT (MT);MT;8862;3964;4275;13;58,1;2,9;1948;8;Inconnue
202204;ZZOM; AUTRES APT (OM);OM;13450;4792;4528;3757;3,5;33,7;938;111;Inconnue
202205;FMCZ;MAYOTTE-MARCEL HENRY;OM;31976;14416;14506;0;42,3;263,1;247;0;Mayotte
202205;FMEE;LA REUNION-ROLAND GARROS;OM;201225;93676;78874;4657;598,5;1803,4;984;16;La Réunion
202205;FMEP;ST-PIERRE-PIERREFONDS;OM;1177;652;523;0;0,2;0;9;0;La Réunion
202205;LFAQ;ALBERT-BRAY;MT;1994;524;366;2;64,9;45,3;47;8;Hauts-de-France
202205;LFBD;BORDEAUX-MERIGNAC;MT;565078;271156;283494;1567;328,3;557,8;4151;84;Nouvelle-Aquitaine
202205;LFBE;BERGERAC-DORDOGNE-PERIGORD;MT;20600;9483;11117;0;0;0;206;0;Nouvelle-Aquitaine
202205;LFBH;LA ROCHELLE-ILE DE RE;MT;15955;7455;8500;0;0;0;245;0;Nouvelle-Aquitaine
202205;LFBI;POITIERS-BIARD;MT;9924;4480;4771;673;0;0;166;0;Nouvelle-Aquitaine
202205;LFBL;LIMOGES-BELLEGARDE;MT;19148;9020;10128;0;0;0;318;0;Nouvelle-Aquitaine
202205;LFBO;TOULOUSE-BLAGNAC;MT;746924;339055;361533;821;1638,6;2912,9;5654;334;Occitanie
202205;LFBP;PAU-PYRENEES;MT;35326;17108;17264;5;54;40,9;465;5;Nouvelle-Aquitaine
202205;LFBT;TARBES-LOURDES-PYRENEES;MT;35799;17951;17848;0;0;0;388;0;Occitanie
202205;LFBZ;BIARRITZ-PAYS-BASQUE;MT;93648;45546;48102;0;0;0;810;0;Nouvelle-Aquitaine
202205;LFCK;CASTRES-MAZAMET;MT;3107;1574;1533;0;0;0;97;0;Occitanie
